,input,level,output,power,pressure,massflow,massflow_actual,power_actual,success
1970-02-13 06:00:00,0.0,48669.482,0.0,0.0,,,,,
1970-02-13 07:00:00,0.0,48669.482,0.0,0.0,,,,,
1970-02-13 08:00:00,0.0,48669.482,0.0,0.0,,,,,
1970-02-13 09:00:00,0.0,48669.482,0.0,0.0,,,,,
1970-02-13 10:00:00,0.0,48669.482,0.0,0.0,,,,,
1970-02-13 11:00:00,0.0,48669.482,0.0,0.0,,,,,
1970-02-13 12:00:00,0.0,48669.482,0.0,0.0,,,,,
1970-02-13 13:00:00,0.0,48669.482,0.0,0.0,,,,,
1970-02-13 14:00:00,0.0,48669.482,0.0,0.0,,,,,
1970-02-13 15:00:00,0.0,48669.482,0.0,0.0,,,,,
1970-02-13 16:00:00,0.0,48669.482,0.0,0.0,,,,,
1970-02-13 17:00:00,0.0,48669.482,0.0,0.0,,,,,
1970-02-13 18:00:00,0.0,48669.482,0.0,0.0,,,,,
1970-02-13 19:00:00,0.0,48669.482,0.0,0.0,,,,,
1970-02-13 20:00:00,0.0,48669.482,0.0,0.0,,,,,
1970-02-13 21:00:00,0.0,48669.482,0.0,0.0,,,,,
1970-02-13 22:00:00,0.0,48669.482,0.0,0.0,,,,,
1970-02-13 23:00:00,978.22101,49452.059,0.0,978.22101,,,,,
1970-02-14 00:00:00,363.06495,49742.511,0.0,363.06495,,,,,
1970-02-14 01:00:00,1404.9825,50866.497,0.0,1404.9825,,,,,
1970-02-14 02:00:00,2506.6032,52871.78,0.0,2506.6032,,,,,
1970-02-14 03:00:00,4140.0381,56183.81,0.0,4140.0381,,,,,
1970-02-14 04:00:00,1389.1361,57295.119000000006,0.0,1389.1361,,,,,
1970-02-14 05:00:00,0.0,57295.119000000006,0.0,0.0,,,,,
1970-02-14 06:00:00,0.0,57295.119000000006,0.0,0.0,,,,,
1970-02-14 07:00:00,0.0,57295.119000000006,0.0,0.0,,,,,
1970-02-14 08:00:00,0.0,57295.119000000006,0.0,0.0,,,,,
1970-02-14 09:00:00,6950.3717,62855.416,0.0,6950.3717,,,,,
1970-02-14 10:00:00,12557.444,72901.372,0.0,12557.444,,,,,
1970-02-14 11:00:00,12799.0,83140.572,0.0,12799.0,,,,,
1970-02-14 12:00:00,9762.1118,90950.261,0.0,9762.1118,,,,,
1970-02-14 13:00:00,342.17377999999997,91224.0,0.0,342.17377999999997,,,,,
1970-02-14 14:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-14 15:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-14 16:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-14 17:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-14 18:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-14 19:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-14 20:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-14 21:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-14 22:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-14 23:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-15 00:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-15 01:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-15 02:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-15 03:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-15 04:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-15 05:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-15 06:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-15 07:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-15 08:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-15 09:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-15 10:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-15 11:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-15 12:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-15 13:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-15 14:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-15 15:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-15 16:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-15 17:00:00,0.0,91172.11300000001,41.50993,-41.50993,,,,,
1970-02-15 18:00:00,0.0,91172.11300000001,0.0,0.0,,,,,
1970-02-15 19:00:00,0.0,91172.11300000001,0.0,0.0,,,,,
1970-02-15 20:00:00,0.0,91172.11300000001,0.0,0.0,,,,,
1970-02-15 21:00:00,0.0,91172.11300000001,0.0,0.0,,,,,
1970-02-15 22:00:00,0.0,91172.11300000001,0.0,0.0,,,,,
1970-02-15 23:00:00,0.0,91172.11300000001,0.0,0.0,,,,,
1970-02-16 00:00:00,0.0,91172.11300000001,0.0,0.0,,,,,
1970-02-16 01:00:00,0.0,91172.11300000001,0.0,0.0,,,,,
1970-02-16 02:00:00,0.0,91172.11300000001,0.0,0.0,,,,,
1970-02-16 03:00:00,0.0,91172.11300000001,0.0,0.0,,,,,
1970-02-16 04:00:00,64.85926500000001,91224.0,0.0,64.85926500000001,,,,,
1970-02-16 05:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-16 06:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-16 07:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-16 08:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-16 09:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-16 10:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-16 11:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-16 12:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-16 13:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-16 14:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-16 15:00:00,0.0,82829.543,6715.5658,-6715.5658,,,,,
1970-02-16 16:00:00,0.0,66830.793,12799.0,-12799.0,,,,,
1970-02-16 17:00:00,0.0,50832.043,12799.0,-12799.0,,,,,
1970-02-16 18:00:00,0.0,34833.293,12799.0,-12799.0,,,,,
1970-02-16 19:00:00,0.0,19836.092,11997.761,-11997.761,,,,,
1970-02-16 20:00:00,0.0,7843.0505,9594.4328,-9594.4328,,,,,
1970-02-16 21:00:00,0.0,0.0,6274.4404,-6274.4404,,,,,
1970-02-16 22:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-16 23:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-17 00:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-17 01:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-17 02:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-17 03:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-17 04:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-17 05:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-17 06:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-17 07:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-17 08:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-17 09:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-17 10:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-17 11:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-17 12:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-17 13:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-17 14:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-17 15:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-17 16:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-17 17:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-17 18:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-17 19:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-17 20:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-17 21:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-17 22:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-17 23:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-18 00:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-18 01:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-18 02:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-18 03:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-18 04:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-18 05:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-18 06:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-18 07:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-18 08:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-18 09:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-18 10:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-18 11:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-18 12:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-18 13:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-18 14:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-18 15:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-18 16:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-18 17:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-18 18:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-18 19:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-18 20:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-18 21:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-18 22:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-18 23:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-19 00:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-19 01:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-19 02:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-19 03:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-19 04:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-19 05:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-19 06:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-19 07:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-19 08:00:00,5869.6941,4695.7553,0.0,5869.6941,,,,,
1970-02-19 09:00:00,12700.426000000001,14856.096000000001,0.0,12700.426000000001,,,,,
1970-02-19 10:00:00,12799.0,25095.296000000002,0.0,12799.0,,,,,
1970-02-19 11:00:00,12799.0,35334.496,0.0,12799.0,,,,,
1970-02-19 12:00:00,3381.2673,38039.51,0.0,3381.2673,,,,,
1970-02-19 13:00:00,7550.5582,44079.956,0.0,7550.5582,,,,,
1970-02-19 14:00:00,0.0,44079.956,0.0,0.0,,,,,
1970-02-19 15:00:00,0.0,44079.956,0.0,0.0,,,,,
1970-02-19 16:00:00,0.0,44079.956,0.0,0.0,,,,,
1970-02-19 17:00:00,0.0,44079.956,0.0,0.0,,,,,
1970-02-19 18:00:00,0.0,44079.956,0.0,0.0,,,,,
1970-02-19 19:00:00,0.0,44079.956,0.0,0.0,,,,,
1970-02-19 20:00:00,0.0,44079.956,0.0,0.0,,,,,
1970-02-19 21:00:00,0.0,44079.956,0.0,0.0,,,,,
1970-02-19 22:00:00,0.0,44079.956,0.0,0.0,,,,,
1970-02-19 23:00:00,0.0,44079.956,0.0,0.0,,,,,
1970-02-20 00:00:00,0.0,44079.956,0.0,0.0,,,,,
1970-02-20 01:00:00,0.0,44079.956,0.0,0.0,,,,,
1970-02-20 02:00:00,0.0,44079.956,0.0,0.0,,,,,
1970-02-20 03:00:00,0.0,44079.956,0.0,0.0,,,,,
1970-02-20 04:00:00,0.0,44079.956,0.0,0.0,,,,,
1970-02-20 05:00:00,0.0,44079.956,0.0,0.0,,,,,
1970-02-20 06:00:00,0.0,44079.956,0.0,0.0,,,,,
1970-02-20 07:00:00,0.0,44079.956,0.0,0.0,,,,,
1970-02-20 08:00:00,9356.3179,51565.011,0.0,9356.3179,,,,,
1970-02-20 09:00:00,12799.0,61804.210999999996,0.0,12799.0,,,,,
1970-02-20 10:00:00,12799.0,72043.411,0.0,12799.0,,,,,
1970-02-20 11:00:00,11176.737,80984.8,0.0,11176.737,,,,,
1970-02-20 12:00:00,12799.0,91224.0,0.0,12799.0,,,,,
1970-02-20 13:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-20 14:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-20 15:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-20 16:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-20 17:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-20 18:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-20 19:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-20 20:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-20 21:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-20 22:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-20 23:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-21 00:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-21 01:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-21 02:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-21 03:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-21 04:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-21 05:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-21 06:00:00,0.0,82144.896,7263.2836,-7263.2836,,,,,
1970-02-21 07:00:00,0.0,82144.896,0.0,0.0,,,,,
1970-02-21 08:00:00,0.0,82144.896,0.0,0.0,,,,,
1970-02-21 09:00:00,0.0,82144.896,0.0,0.0,,,,,
1970-02-21 10:00:00,2003.7728,83747.914,0.0,2003.7728,,,,,
1970-02-21 11:00:00,5152.0619,87869.56300000001,0.0,5152.0619,,,,,
1970-02-21 12:00:00,3325.4518,90529.925,0.0,3325.4518,,,,,
1970-02-21 13:00:00,867.5940800000001,91224.0,0.0,867.5940800000001,,,,,
1970-02-21 14:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-21 15:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-21 16:00:00,0.0,83939.845,5827.3243,-5827.3243,,,,,
1970-02-21 17:00:00,0.0,73569.378,8296.3735,-8296.3735,,,,,
1970-02-21 18:00:00,0.0,68884.411,3747.9734,-3747.9734,,,,,
1970-02-21 19:00:00,0.0,68884.411,0.0,0.0,,,,,
1970-02-21 20:00:00,0.0,68884.411,0.0,0.0,,,,,
1970-02-21 21:00:00,0.0,68884.411,0.0,0.0,,,,,
1970-02-21 22:00:00,0.0,68884.411,0.0,0.0,,,,,
1970-02-21 23:00:00,0.0,68884.411,0.0,0.0,,,,,
1970-02-22 00:00:00,0.0,68884.411,0.0,0.0,,,,,
1970-02-22 01:00:00,0.0,68884.411,0.0,0.0,,,,,
1970-02-22 02:00:00,0.0,68884.411,0.0,0.0,,,,,
1970-02-22 03:00:00,0.0,68884.411,0.0,0.0,,,,,
1970-02-22 04:00:00,0.0,68884.411,0.0,0.0,,,,,
1970-02-22 05:00:00,0.0,61677.31,5765.6808,-5765.6808,,,,,
1970-02-22 06:00:00,0.0,59648.098,1623.3693,-1623.3693,,,,,
1970-02-22 07:00:00,0.0,59648.098,0.0,0.0,,,,,
1970-02-22 08:00:00,0.0,59648.098,0.0,0.0,,,,,
1970-02-22 09:00:00,6874.7811,65147.922999999995,0.0,6874.7811,,,,,
1970-02-22 10:00:00,12799.0,75387.12299999999,0.0,12799.0,,,,,
1970-02-22 11:00:00,12799.0,85626.323,0.0,12799.0,,,,,
1970-02-22 12:00:00,6997.096,91224.0,0.0,6997.096,,,,,
1970-02-22 13:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-22 14:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-22 15:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-22 16:00:00,0.0,82659.364,6851.7092,-6851.7092,,,,,
1970-02-22 17:00:00,0.0,66660.614,12799.0,-12799.0,,,,,
1970-02-22 18:00:00,0.0,50661.864,12799.0,-12799.0,,,,,
1970-02-22 19:00:00,0.0,39804.253,8686.0888,-8686.0888,,,,,
1970-02-22 20:00:00,0.0,33966.334,4670.3351,-4670.3351,,,,,
1970-02-22 21:00:00,0.0,29063.091,3922.594,-3922.594,,,,,
1970-02-22 22:00:00,0.0,29063.091,0.0,0.0,,,,,
1970-02-22 23:00:00,0.0,29063.091,0.0,0.0,,,,,
1970-02-23 00:00:00,0.0,29063.091,0.0,0.0,,,,,
1970-02-23 01:00:00,0.0,29063.091,0.0,0.0,,,,,
1970-02-23 02:00:00,0.0,29063.091,0.0,0.0,,,,,
1970-02-23 03:00:00,0.0,29063.091,0.0,0.0,,,,,
1970-02-23 04:00:00,0.0,29063.091,0.0,0.0,,,,,
1970-02-23 05:00:00,0.0,15998.75,10451.473,-10451.473,,,,,
1970-02-23 06:00:00,0.0,0.0,12799.0,-12799.0,,,,,
1970-02-23 07:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-23 08:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-23 09:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-23 10:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-23 11:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-23 12:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-23 13:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-23 14:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-23 15:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-23 16:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-23 17:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-23 18:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-23 19:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-23 20:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-23 21:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-23 22:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-23 23:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-24 00:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-24 01:00:00,5079.2831,4063.4265,0.0,5079.2831,,,,,
1970-02-24 02:00:00,2979.0865,6446.6957,0.0,2979.0865,,,,,
1970-02-24 03:00:00,0.0,6446.6957,0.0,0.0,,,,,
1970-02-24 04:00:00,0.0,6446.6957,0.0,0.0,,,,,
1970-02-24 05:00:00,0.0,6446.6957,0.0,0.0,,,,,
1970-02-24 06:00:00,0.0,5966.6143,384.06514,-384.06514,,,,,
1970-02-24 07:00:00,0.0,5966.6143,0.0,0.0,,,,,
1970-02-24 08:00:00,0.0,5966.6143,0.0,0.0,,,,,
1970-02-24 09:00:00,11247.141000000001,14964.327,0.0,11247.141000000001,,,,,
1970-02-24 10:00:00,12799.0,25203.527000000002,0.0,12799.0,,,,,
1970-02-24 11:00:00,12799.0,35442.727,0.0,12799.0,,,,,
1970-02-24 12:00:00,12799.0,45681.927,0.0,12799.0,,,,,
1970-02-24 13:00:00,2517.1538,47695.65,0.0,2517.1538,,,,,
1970-02-24 14:00:00,0.0,47695.65,0.0,0.0,,,,,
1970-02-24 15:00:00,0.0,41372.788,5058.2901,-5058.2901,,,,,
1970-02-24 16:00:00,0.0,27175.001,11358.229,-11358.229,,,,,
1970-02-24 17:00:00,0.0,11176.251,12799.0,-12799.0,,,,,
1970-02-24 18:00:00,0.0,2346.5608,7063.7523,-7063.7523,,,,,
1970-02-24 19:00:00,0.0,0.0,1877.2486,-1877.2486,,,,,
1970-02-24 20:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-24 21:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-24 22:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-24 23:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-25 00:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-25 01:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-25 02:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-25 03:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-25 04:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-25 05:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-25 06:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-25 07:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-25 08:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-25 09:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-25 10:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-25 11:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-25 12:00:00,7198.9937,5759.1949,0.0,7198.9937,,,,,
1970-02-25 13:00:00,7936.2243,12108.173999999999,0.0,7936.2243,,,,,
1970-02-25 14:00:00,0.0,12108.173999999999,0.0,0.0,,,,,
1970-02-25 15:00:00,0.0,12108.173999999999,0.0,0.0,,,,,
1970-02-25 16:00:00,0.0,12108.173999999999,0.0,0.0,,,,,
1970-02-25 17:00:00,0.0,3547.8208,6848.2829,-6848.2829,,,,,
1970-02-25 18:00:00,0.0,0.0,2838.2566,-2838.2566,,,,,
1970-02-25 19:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-25 20:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-25 21:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-25 22:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-25 23:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-26 00:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-26 01:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-26 02:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-26 03:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-26 04:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-26 05:00:00,0.0,0.0,0.0,0.0,,,,,
1970-02-26 06:00:00,1707.0493,1365.6394,0.0,1707.0493,,,,,
1970-02-26 07:00:00,12799.0,11604.839,0.0,12799.0,,,,,
1970-02-26 08:00:00,12799.0,21844.039,0.0,12799.0,,,,,
1970-02-26 09:00:00,12799.0,32083.238999999998,0.0,12799.0,,,,,
1970-02-26 10:00:00,12799.0,42322.439000000006,0.0,12799.0,,,,,
1970-02-26 11:00:00,12799.0,52561.639,0.0,12799.0,,,,,
1970-02-26 12:00:00,12799.0,62800.83900000001,0.0,12799.0,,,,,
1970-02-26 13:00:00,12799.0,73040.039,0.0,12799.0,,,,,
1970-02-26 14:00:00,12799.0,83279.239,0.0,12799.0,,,,,
1970-02-26 15:00:00,218.23641,83453.829,0.0,218.23641,,,,,
1970-02-26 16:00:00,0.0,83453.829,0.0,0.0,,,,,
1970-02-26 17:00:00,0.0,83453.829,0.0,0.0,,,,,
1970-02-26 18:00:00,0.0,83453.829,0.0,0.0,,,,,
1970-02-26 19:00:00,0.0,83453.829,0.0,0.0,,,,,
1970-02-26 20:00:00,0.0,83453.829,0.0,0.0,,,,,
1970-02-26 21:00:00,0.0,83453.829,0.0,0.0,,,,,
1970-02-26 22:00:00,0.0,83453.829,0.0,0.0,,,,,
1970-02-26 23:00:00,0.0,83453.829,0.0,0.0,,,,,
1970-02-27 00:00:00,0.0,83453.829,0.0,0.0,,,,,
1970-02-27 01:00:00,0.0,83453.829,0.0,0.0,,,,,
1970-02-27 02:00:00,0.0,83453.829,0.0,0.0,,,,,
1970-02-27 03:00:00,0.0,83453.829,0.0,0.0,,,,,
1970-02-27 04:00:00,94.92220999999999,83529.766,0.0,94.92220999999999,,,,,
1970-02-27 05:00:00,0.0,83529.766,0.0,0.0,,,,,
1970-02-27 06:00:00,0.0,83529.766,0.0,0.0,,,,,
1970-02-27 07:00:00,0.0,83529.766,0.0,0.0,,,,,
1970-02-27 08:00:00,0.0,83529.766,0.0,0.0,,,,,
1970-02-27 09:00:00,0.0,83529.766,0.0,0.0,,,,,
1970-02-27 10:00:00,1564.2589,84781.17300000001,0.0,1564.2589,,,,,
1970-02-27 11:00:00,8053.5332,91224.0,0.0,8053.5332,,,,,
1970-02-27 12:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-27 13:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-27 14:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-27 15:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-27 16:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-27 17:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-27 18:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-27 19:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-27 20:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-27 21:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-27 22:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-27 23:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-28 00:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-28 01:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-28 02:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-28 03:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-28 04:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-28 05:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-28 06:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-28 07:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-28 08:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-28 09:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-28 10:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-28 11:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-28 12:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-28 13:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-28 14:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-28 15:00:00,0.0,91224.0,0.0,0.0,,,,,
1970-02-28 16:00:00,0.0,79101.09599999999,9698.3233,-9698.3233,,,,,
1970-02-28 17:00:00,0.0,63102.346,12799.0,-12799.0,,,,,
1970-02-28 18:00:00,0.0,47103.596,12799.0,-12799.0,,,,,
1970-02-28 19:00:00,0.0,31104.846,12799.0,-12799.0,,,,,
1970-02-28 20:00:00,0.0,21367.252,7790.0754,-7790.0754,,,,,
1970-02-28 21:00:00,0.0,14328.931,5630.6563,-5630.6563,,,,,
1970-02-28 22:00:00,0.0,14328.931,0.0,0.0,,,,,
1970-02-28 23:00:00,3731.2606,17313.94,0.0,3731.2606,,,,,
1970-03-01 00:00:00,4964.2392,21285.331000000002,0.0,4964.2392,,,,,
1970-03-01 01:00:00,4997.0349,25282.959,0.0,4997.0349,,,,,
1970-03-01 02:00:00,4655.2946,29007.195,0.0,4655.2946,,,,,
1970-03-01 03:00:00,4829.7372,32870.984,0.0,4829.7372,,,,,
1970-03-01 04:00:00,0.0,32870.984,0.0,0.0,,,,,
1970-03-01 05:00:00,0.0,18472.16,11519.059,-11519.059,,,,,
1970-03-01 06:00:00,0.0,6430.9531,9632.9658,-9632.9658,,,,,
1970-03-01 07:00:00,0.0,6430.9531,0.0,0.0,,,,,
1970-03-01 08:00:00,12799.0,16670.153000000002,0.0,12799.0,,,,,
1970-03-01 09:00:00,12799.0,26909.353,0.0,12799.0,,,,,
